Artist Name,the,you,i,a,and,to,it,my,in,me,im,up,on,of,your,with,like,that,but,is,got,all,be,for,its,so,dont,they,get,this,now,we,still,she,just,back,when,yeah,out,nigga,fuck,know,what,uh,youre,as,no,was,bitch,aint,one,niggas,at,are,if,cause,see,from,love,way,hol,shit,thats,money,about,day,time,do,take,down,swerve,em,make,wanna,ill,off,can,think,say,new,her,hot,fuckin,these,come,rap,how,them,yall,never,not,let,boy,some,lil,go,who,night,york,or,feel,have,made,motherfuckin,ima,gotta,mind,cant,need,believe,give,lookin,oh,sit,everybody,then,had,tryna,ass,even,put,man,girl,lyrics,little,where,same,want,dre,too,talk,god,heres,might,also,well,why,life,will,ayy,save,only,big,said,hit,next,pop,an,nothin,songs,right,saved,his,drop,good,through,by,streets,motherfuckers,street,he,enough,lets,somethin,yo,ya,sound,city,while,bad,park,keep,king,than,sleep,last,name,ho,state,real,humble,holy,look,their,call,til,tell,here,okay,beat,baby,hands,home,monster,really,full,hey,face,more,hes,him,run,deep,dick,ice,long,since,kill,white,before,smoke,left,damn,gun,better,world,across,much,comes,lights,sippin,teeth,front,nod,hell,crack,could,cube,though,game,play,gon,live,smokin,gettin,fool,been,dreams,without,getting,shallow,gonna,people,livin,ever,over,fame,every,there,forgot,takin,whole,own,would,black,fucked,first,bout,move,d.r.e.,weepin,gnashin,chick,lambo,six,were,box,into,rock,around,head,try,comin,am,trip,mouth,thanks,killed,bitches,didnt,block,high,another,us,change,aww,hear,hood,corners,crib,hoes,snoop,act,ooooookay,lamborghini,mercy,thirsty,iiiiim,twoseat,jerk,slim,doc,break,after,did,school,music,straight,haha,dead,yourself,once,singin,lose,done,open,ooh,three,biggie,bring,quick,used,house,our,huh,two,brother,compton,hittin,lips,stop,gangstas,vaseline,juice,gin,moanin,concert,slap,profit,pad,shoot,shame,times,went,theres,hate,mic,son,hold,motherfucker,bein,young,peace,heard,lost,came,each,stay,top,weed,best,girls,representin,lowlows,perfect,rollin,indo,warning,fat,blow,rappers,wack,hard,roll,nobody,should,talkin,arm,rhymes,tried,kids,mad,murder,prove,myself,fight,doin,die,four,id,diddy,wake,goddamn,mothafuckin,red,whos,sick,cops,check,couldnt,took,fake,told,changes,watch,other,close,things,thingsll,whats,today,pussy,soul,low,punk,gossip,drinkin,nowadays,bunch,gibberish,dogg,which,shake,grail,champion,/,ive,any,beginnin,thinks,half,fact,attack,2pac,yella,walk,thinkin,boys,work,outta,track,walkin,mine,line,mathers,haters,forever,theyll,fucking,women,weird,kelly,albums,playin,broke,burn,old,death,care,leave,side,ride,ask,gs,style,air,ak,always,mama,slow,start,most,liveget,tickets,yawk,hand,tape,callin,teach,turn,belly,saw,already,gone,nah,‘cause,laid,pourin,cold,shows,l.a.,bop,shady,feeling,trouble,bill,mc,hiphop,mac,show
Total,775.0,544.0,519.0,507.0,424.0,387.0,290.0,276.0,266.0,237.0,227.0,215.0,211.0,202.0,194.0,192.0,187.0,170.0,153.0,147.0,145.0,128.0,127.0,125.0,121.0,110.0,105.0,105.0,103.0,101.0,101.0,101.0,97.0,93.0,90.0,90.0,90.0,90.0,86.0,84.0,82.0,81.0,80.0,78.0,77.0,73.0,73.0,72.0,71.0,69.0,64.0,63.0,62.0,61.0,59.0,59.0,59.0,58.0,58.0,57.0,57.0,54.0,54.0,54.0,52.0,52.0,51.0,51.0,51.0,51.0,50.0,48.0,47.0,46.0,46.0,45.0,44.0,44.0,43.0,43.0,43.0,42.0,41.0,40.0,40.0,38.0,38.0,38.0,38.0,36.0,35.0,35.0,35.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,28.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Notorious B.I.G.,85.0,82.0,73.0,90.0,51.0,70.0,30.0,24.0,37.0,30.0,42.0,10.0,19.0,30.0,25.0,16.0,26.0,24.0,31.0,7.0,14.0,10.0,19.0,16.0,15.0,16.0,12.0,9.0,16.0,16.0,8.0,4.0,12.0,0.0,13.0,14.0,11.0,4.0,7.0,0.0,10.0,11.0,14.0,1.0,14.0,17.0,3.0,11.0,7.0,5.0,5.0,0.0,12.0,10.0,9.0,11.0,3.0,11.0,2.0,4.0,0.0,4.0,2.0,1.0,8.0,8.0,5.0,7.0,5.0,0.0,0.0,6.0,9.0,2.0,8.0,8.0,10.0,5.0,10.0,2.0,3.0,0.0,9.0,5.0,3.0,15.0,7.0,1.0,0.0,4.0,9.0,3.0,11.0,3.0,3.0,7.0,5.0,1.0,0.0,3.0,7.0,8.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,0.0,6.0,10.0,4.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,5.0,4.0,0.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Tupac,100.0,75.0,38.0,38.0,37.0,45.0,47.0,21.0,18.0,17.0,13.0,22.0,29.0,15.0,19.0,19.0,4.0,3.0,16.0,38.0,8.0,12.0,18.0,9.0,11.0,4.0,10.0,12.0,12.0,10.0,11.0,38.0,2.0,0.0,17.0,12.0,15.0,25.0,7.0,9.0,20.0,8.0,7.0,5.0,5.0,10.0,9.0,1.0,3.0,14.0,3.0,13.0,1.0,1.0,2.0,4.0,17.0,2.0,3.0,37.0,0.0,2.0,24.0,21.0,4.0,0.0,5.0,9.0,22.0,1.0,0.0,12.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,14.0,0.0,8.0,3.0,3.0,16.0,0.0,8.0,6.0,6.0,3.0,4.0,5.0,0.0,1.0,5.0,5.0,2.0,2.0,6.0,2.0,8.0,0.0,4.0,1.0,0.0,3.0,1.0,8.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,8.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,1.0,7.0,6.0,1.0,0.0,2.0,7.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,8.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Eminem,85.0,82.0,73.0,90.0,51.0,70.0,30.0,24.0,37.0,30.0,42.0,10.0,19.0,30.0,25.0,16.0,26.0,24.0,31.0,7.0,14.0,10.0,19.0,16.0,15.0,16.0,12.0,9.0,16.0,16.0,8.0,4.0,12.0,0.0,13.0,14.0,11.0,4.0,7.0,0.0,10.0,11.0,14.0,1.0,14.0,17.0,3.0,11.0,7.0,5.0,5.0,0.0,12.0,10.0,9.0,11.0,3.0,11.0,2.0,4.0,0.0,4.0,2.0,1.0,8.0,8.0,5.0,7.0,5.0,0.0,0.0,6.0,9.0,2.0,8.0,8.0,10.0,5.0,10.0,2.0,3.0,0.0,9.0,5.0,3.0,15.0,7.0,1.0,0.0,4.0,9.0,3.0,11.0,3.0,3.0,7.0,5.0,1.0,0.0,3.0,7.0,8.0,4.0,3.0,4.0,5.0,1.0,1.0,3.0,0.0,6.0,10.0,4.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,5.0,4.0,0.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Kendrick Lamar,74.0,36.0,40.0,36.0,29.0,14.0,17.0,22.0,23.0,19.0,10.0,75.0,19.0,17.0,13.0,17.0,10.0,25.0,7.0,8.0,5.0,9.0,21.0,6.0,4.0,5.0,2.0,5.0,5.0,13.0,6.0,8.0,5.0,1.0,5.0,3.0,4.0,7.0,6.0,21.0,7.0,3.0,3.0,1.0,1.0,4.0,3.0,8.0,33.0,8.0,3.0,4.0,5.0,0.0,11.0,3.0,3.0,6.0,0.0,3.0,57.0,8.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,34.0,0.0,2.0,4.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,4.0,24.0,4.0,3.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Nas,67.0,64.0,47.0,32.0,34.0,31.0,16.0,31.0,24.0,13.0,13.0,16.0,16.0,32.0,23.0,27.0,17.0,12.0,5.0,16.0,5.0,2.0,10.0,9.0,6.0,5.0,5.0,4.0,7.0,6.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,2.0,8.0,5.0,7.0,8.0,5.0,10.0,1.0,5.0,9.0,9.0,1.0,7.0,2.0,16.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,0.0,0.0,9.0,2.0,1.0,4.0,0.0,5.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,11.0,1.0,4.0,3.0,1.0,11.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,11.0,4.0,6.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,10.0,6.0,1.0,1.0,5.0,1.0,1.0,2.0,11.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,2.0,2.0,4.0,7.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,5.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
